1.195219648860951667e+00,1.622986604967158186e+01
1.894614893820091295e+00,1.687125922598063354e+01
8.513141929121967877e-01,5.003891215010447979e+00
2.859044782633450854e+00,4.947222390431837091e+00
3.518427922465586777e-01,6.870000000000000284e+01
1.692222740901752953e+00,1.682094116812174134e+00
2.353401016029383452e+00,8.515082586368791340e+00
2.659332119804399541e-01,1.789322495742068586e+00
1.291571285264882407e+00,1.563038520728783576e+00
2.015987823421491854e+00,1.328233121982852483e+00
1.017554579699794015e+00,6.718043824306739076e+00
1.111123943414832116e+00,1.143535553084053547e+01
1.683638289466843796e+00,7.759547420013539032e+00
2.092250581750050298e+00,2.520570395924896623e+00
3.558395700291662855e+00,5.409917469255622891e-01
1.156097793392256534e+01,6.763281740889240723e+00
5.254858256856153459e-02,4.660383487599757957e-01
1.160599736909327384e-01,8.429934077958465277e-01
2.429262967237416915e-01,1.783734611532782066e-01
5.566337895596000784e+00,3.690849547854721635e+00
7.913874368838526019e-01,1.473675677814592355e-01
2.133132728316979421e+00,2.028593628092771439e+00
1.979137663685619053e+00,2.574599891014489383e+00
4.751608551871447927e-01,7.090780794139387666e+00
1.916839136516573339e+00,2.591797257486910144e+00
5.388922958285949916e-01,1.835871021636139799e+00
2.610091323402070618e+00,5.638532630247968136e+00
8.085388081567663754e-01,4.206440981804999701e+00
2.135558089721453889e+00,1.315463298505303769e+01
1.338005543206076675e+00,2.405619842269784758e+00
4.456804006055322120e-01,1.677226666617047668e-01
1.114669956487595037e+00,1.018455283075566653e-01
6.824268970472402440e-01,3.308673644818693194e-01
4.426677168624717357e-02,4.389489963327146693e-01
2.455733717343831390e+00,6.212344133659699619e-01
1.354339760756141597e+00,5.236263100784400493e+00
1.657001406312467617e+00,1.115270886406986506e+01
7.697235710911319861e-01,1.493562004240913677e+00
7.145048441183320387e-01,1.637423342840138574e+00
6.646931775274842469e-01,1.700196958004289050e+00
1.478888742660414923e+00,2.355937946687414808e+01
2.055341958029616833e+00,1.371833541885266605e+01
1.937861856910434888e+00,9.891445621990358816e+00
4.933437697605910222e-01,5.084586631699580295e+01
1.180158046401647454e+00,2.582729667389921957e+01
1.112467351744435007e+00,1.252316956597883335e+00
4.660186372474517391e+00,1.894765756960169467e+00
2.270626081895451343e+00,3.843972653621491276e+01
2.051385363935511297e+00,1.182824541477062752e+01
1.995394095528943312e+00,1.210976526661706032e+01
4.499999999999999833e-02,6.329999999999999716e+01
1.619451730258249178e+00,1.035670776941638671e+01
3.305686553402899630e+00,1.010064772357538221e+00
1.877156702332674509e+00,7.205008473508970113e+00
1.400967162068797567e+00,3.162273503736471536e+00
2.121480216990588641e+00,4.042578534026254999e+00
2.152413588688486534e+00,1.792164437178940917e+00
1.721231224350923572e+00,1.828664687613927242e+01
1.427919834807446442e+00,1.342226890315824539e+00
2.504746440627025894e+00,6.083259190540460715e+00
2.395878472032909823e+00,8.120201301005980365e-01
4.997371845850172023e-01,3.440249053800203516e+00
1.089706781418990023e+00,1.608512177042470626e+00
5.241482788417791916e+00,8.495522982022046810e-01
4.432108243310319828e+00,2.398744640079016222e+00
8.899999999999999578e-02,3.569999999999999840e-01
3.475246231245361805e+00,1.281896122323755993e-01
1.746040380853783880e+00,4.421523367286596340e+01
1.049317487705119900e+00,2.793215919366570099e-01
1.607555980830500442e+00,3.713522903842688017e+00
5.867779306442039378e+00,5.233058240270735517e+00
3.272176054212293295e+00,6.217851705757191372e-01
2.147172219665427484e+00,1.792486346611156245e-01
5.120636304831585939e+00,1.481295831143880415e+00
1.162199607721401129e-01,4.136593880346461027e+00
2.075950512784665580e-01,1.938972746225999577e+00
1.299611406974166827e-01,6.333047083455095594e-01
4.328019065378636843e-02,8.738807879932692924e-01
1.238238944903960359e+00,1.454486282113215623e+01
8.870542344942936031e-02,5.396046553965729853e-01
2.763785280411574785e+00,1.366798074113014350e+00
6.038487767962626152e-02,7.889586065763106726e-01
2.475926917064461108e+00,1.235085901969544686e+01
7.303020881322149771e-01,1.523235097469272326e+00
1.033870054729588484e+00,1.163837349784585085e+00
3.388680002602838748e+00,2.055656538325389693e-01
3.164021977673139863e-01,3.279734741407107079e-01
1.503604776045044111e-01,1.671850216926974997e-01
4.780403956431514972e-02,4.490518787140681534e-01
6.433964398192748568e-01,6.465898205550204558e+00
1.641695032131356369e+00,2.876938476031829506e+00
1.996063639048953009e+00,5.446118484969240114e+00
7.802275482818583907e-02,8.817102492116639656e-01
4.974130773981384063e-02,6.179091216206596959e-01
7.038657093707229029e-02,3.688075578917032749e-01
2.620729889846276084e-01,1.825529148044102989e-01
2.340422044644212107e+00,2.109786003292064560e+00
7.883551263708239443e-01,6.640293988748777743e+00
2.678457412433320695e+00,7.048600316809438660e+00
4.401320098290708138e+00,1.119061752153952760e+01
2.006626938588224718e+00,9.174243868404716729e-01
4.448420593484282648e+00,9.076679552813992302e+00
2.166951395954033188e+00,6.427104572938652005e+00
2.663454828336786484e-01,2.062022078020317173e-01
1.019917154621043376e-01,2.606746138405661717e-01
1.987034171197426646e+00,3.403909648936399801e+00
9.938762351563974917e+00,7.904571078667422057e+01
1.384924350219219891e+00,2.496202158138321803e+00
1.058285855494734973e+00,1.351230322769717773e+00
2.693846533679247202e+00,1.060968172162871426e+00
3.302963444462412301e-01,7.776042942942403835e-01
6.187965846992697638e-02,2.668994249187238710e-01
2.367678105646882525e+00,2.203473670690314279e+01
6.603521724926626479e-01,3.227281980908858650e+00
7.600284976033279127e-01,1.676099999999999923e+01
1.995249681948557008e+00,6.975365530969892980e+00
2.404693418419299178e+00,4.001395593109752902e+00
4.002211185305825092e-01,3.352199999999999847e+01
1.027048918356360696e+00,2.971348897899424024e+00
4.797260535653273372e+00,6.824234369501435360e+00
1.432290476578338856e+00,4.794534869206941718e-01
