a,da,Mp,dMp
2.859044782633451,0.08667937736049644,4.947222390431837,0.30128305300210806
0.3518427922465587,0.010683032027437327,68.7,2.75
1.692222740901753,0.044687169195621775,1.6820941168121741,0.10639116508922435
2.3534010160293835,0.08038863740395795,8.515082586368791,0.5880406150737121
1.2915712852648824,0.04960127662414992,1.5630385207287836,0.14167512383096656
2.015987823421492,0.08440206712210242,1.3282331219828525,0.20001024259606495
1.017554579699794,0.0464059355899664,6.718043824306739,1.1760553254540465
2.0922505817500503,0.0598345752012704,2.5205703959248966,0.15069370782742864
3.558395700291663,0.13763084445271545,0.5409917469255623,0.07478664906949148
11.560977933922565,2.529756105113776,6.763281740889241,0.8448702947412203
0.052548582568561535,0.0014596828817856737,0.4660383487599758,0.026268713113851365
0.11605997369093274,0.003589487045491485,0.8429934077958465,0.05220272307344624
0.2429262967237417,0.007513504451618626,0.1783734611532782,0.011599250699964436
5.566337895596001,0.1732492076188061,3.6908495478547216,0.23073903586721245
0.7913874368838526,0.024486723284248207,0.14736756778145924,0.011031344883528606
1.979137663685619,0.1260649601549267,2.5745998910144894,0.36084532658759727
0.4751608551871448,0.013576051584388661,7.090780794139388,0.4071863772498943
1.9168391365165733,0.08501858584927743,2.59179725748691,0.26662908033033256
0.538892295828595,0.021514213588158144,1.8358710216361398,0.18498359059655572
2.6100913234020706,0.1541787619506315,5.638532630247968,0.6771971977183588
0.8085388081567664,0.054155283683356446,4.206440981805,0.5734299040106919
0.6824268970472402,0.021424453570304706,0.3308673644818693,0.03268715918678609
0.044266771686247174,0.0012425763959191761,0.43894899633271467,0.02662930247175535
1.3543397607561416,0.04104891663347781,5.2362631007844005,0.3221022158483237
0.769723571091132,0.03060293976761247,1.4935620042409137,0.13451160358375253
1.1801580464016475,0.031058952335467287,25.82729667389922,1.3600289989012617
1.112467351744435,0.07550597183426916,1.2523169565978833,0.1992065975422957
4.660186372474517,0.3267573208668956,1.8947657569601695,0.4544010360537503
0.045,0.012,63.3,4.1
1.8771567023326745,0.09114981495414345,7.20500847350897,0.7082900433379492
1.4009671620687976,0.09346232453786457,3.1622735037364715,0.4496276415167175
2.1214802169905886,0.14161251883024492,4.042578534026255,0.5724319437600499
2.1524135886884865,0.16393953976230619,1.792164437178941,0.29007435003171134
2.39587847203291,0.10013460887007108,0.812020130100598,0.09420466989010179
0.4997371845850172,0.012548108041590447,3.4402490538002035,0.19552396915331818
1.08970678141899,0.04041408811414979,1.6085121770424706,0.1272588755487182
5.241482788417792,2.2819749090204655,0.8495522982022047,0.4465244966536987
4.43210824331032,0.26307041966937267,2.398744640079016,0.20448282126365683
0.089,0.0,0.357,0.005
1.04931748770512,0.04096661359327529,0.279321591936657,0.033727090088532446
1.6075559808305004,0.06430353014089403,3.713522903842688,0.2972290049102613
5.867779306442039,0.23994681988934607,5.2330582402707355,0.4769825401916722
2.1471722196654275,0.08186767178204438,0.17924863466111562,0.09672442064931613
5.120636304831586,2.043080074516119,1.4812958311438804,0.3162870776861046
0.20759505127846656,0.012225642434320672,1.9389727462259996,0.16658618667212416
0.12996114069741668,0.005442359265244618,0.6333047083455096,0.05289948335063665
0.04328019065378637,0.001476751919528917,0.8738807879932693,0.05993760535056736
1.2382389449039604,0.042251582599755276,14.544862821132156,1.0611068847401561
0.08870542344942936,0.002039205137418314,0.539604655396573,0.02617812902240545
2.763785280411575,0.06675918723113881,1.3667980741130143,0.17465427705727646
0.06038487767962626,0.0018115463342923768,0.7889586065763107,0.08204338277519728
2.475926917064461,0.07603473877681097,12.350859019695447,1.0715672696843226
0.730302088132215,0.02802620232626538,1.5232350974692723,0.1534871783799189
1.0338700547295885,0.02765400791211421,1.163837349784585,0.06825492216316818
3.3886800026028387,0.13391785597571376,0.20556565383253897,0.018435626380437022
0.316402197767314,0.007464233960589459,0.3279734741407107,0.017069130063681808
0.1503604776045044,0.004259904168325385,0.1671850216926975,0.016337170053221522
0.04780403956431515,0.0011117306200880623,0.44905187871406815,0.02528741947741146
1.996063639048953,0.09959563422424902,5.44611848496924,0.5799052081921964
0.07802275482818584,0.002253992971388277,0.881710249211664,0.055834064322035276
0.04974130773981384,0.0010493949305036125,0.6179091216206597,0.029567142488198278
0.07038657093707229,0.0015758237902254739,0.3688075578917033,0.025477179011818524
0.2620729889846276,0.006808819028778477,0.1825529148044103,0.015172724364521216
2.340422044644212,0.10521500222023748,2.1097860032920646,0.23946164840077488
2.6784574124333207,0.0741967082967821,7.048600316809439,0.40805540589978256
4.401320098290708,0.41039810201840804,11.190617521539528,0.966197744237063
2.0066269385882247,0.09350854510182831,0.9174243868404717,0.24191517127745268
4.448420593484283,0.10063541398255708,9.076679552813992,0.44273433876592877
2.166951395954033,0.06798650297923933,6.427104572938652,0.4075500154866083
0.26634548283367865,0.007333634463025953,0.20620220780203172,0.03954032404105322
0.10199171546210434,0.0031427272808189468,0.26067461384056617,0.06930341991031351
1.9870341711974266,0.0491552824266195,3.4039096489364,4.556581080613832
1.38492435021922,0.05709660589298073,2.496202158138322,0.22450930777815928
1.058285855494735,0.03174917282011752,1.3512303227697178,0.0893170411149208
2.693846533679247,0.12684031290999986,1.0609681721628714,0.07991460200329376
0.33029634444624123,0.010697422801980017,0.7776042942942404,0.060070996610944186
0.061879658469926976,0.0017936284155118274,0.26689942491872387,0.018913667423921313
2.3676781056468825,0.2292375903265872,22.034736706903143,4.254750001671255
0.6603521724926626,0.063102853532275,3.2272819809088586,0.7096861591523472
0.7600284976033279,0.01158702514091158,16.761,0.0
2.404693418419299,0.08490791132913582,4.001395593109753,0.3588922538667497
1.0270489183563607,0.022391302799414994,2.971348897899424,0.17571705690499057
4.797260535653273,0.16765352467002467,6.824234369501435,0.3806937358587345
2.111848986298797,0.10272952811279236,10.803719584013324,1.3816376367206877
1.695801665765172,0.03588704146346779,1.3145280902848309,0.0784150478223992
5.174089223567911,0.18957050148708274,0.4797349833067063,0.047542177166502726
1.1447697001629527,0.028059515946134823,1.075179588058749,0.060813151255171366
2.4734923717358024,0.1465613395123733,4.823940493900941,0.40052168996233883
0.6484200232684556,0.02573050596069895,0.359025950999143,0.08284358532512606
1.817248727681696,0.07302282095947973,2.2624497813395155,0.26682739585271004
3.7768644826859843,0.11438425544331798,1.8293933206365804,0.11547751894292371
0.17443060501168614,0.004937536477378829,0.17559286255892395,0.03182500942975428
0.9300896082741292,0.02661059307007813,0.13263965064897484,0.007521156434849118
0.07141569866211632,0.002398998149777176,2.1797154450351504,0.16302266023118614
1.5589862302207327,0.08835563224460892,31.33045456045704,3.556324352808919
3.177683522256915,0.09792123847829855,0.6263828954626746,0.045339586327527014
3.981613960275169,0.17511805617914894,3.890220842967279,1.7371378016064203
0.31916774915567553,0.008866343762207766,1.1511568460882637,0.06659500091561751
4.052794878652732,0.2190451251926666,23.782512910119866,2.4678518200008366
